100001	人事部	1	1	0	2,100	3	1										100		
100002	人事部	2	2	0	2,200	4	1										200		
100003	人事部	3	3	0	2,300	5	1										300		
100004	人事部	4	4	0	2,400	6	1										400		
100005	人事部	5	5	0	2,500	7	1										500		
100006	人事部	6	6	0	2,600	8	1										600		
100007	人事部	7	7	0	2,700	9	1										700		
100008	人事部	8	8	0	2,800	10	1										800		
100009	人事部	9	9	0	2,900	11	1										900		
100010	人事部	10	10	0	2,1000	12	1										1000		
100011	人事部	11	11	0	2,1100	13	2										1100		
100012	人事部	12	12	0	2,1200	14	2										1200		
100013	人事部	13	13	0	2,1300	15	2										1300		
100014	人事部	14	14	0	2,1400	16	2										1400		
100015	人事部	15	15	0	2,1500	17	2										1500		
100016	人事部	16	16	0	2,1600	18	2										1600		
100017	人事部	17	17	0	2,1700	19	2										1700		
100018	人事部	18	18	0	2,1800	20	2										1800		
100019	人事部	19	19	0	2,1900	21	2										1900		
100020	人事部	20	20	0	2,2000	22	2										2000		
100021	人事部	21	21	0	2,2100	23	3										2100		
100022	人事部	22	22	0	2,2200	24	3										2200		
100023	人事部	23	23	0	2,2300	25	3										2300		
100024	人事部	24	24	0	2,2400	26	3										2400		
100025	人事部	25	25	0	2,2500	27	3										2500		
100026	人事部	26	26	0	2,2600	28	3										2600		
100027	人事部	27	27	0	2,2700	29	3										2700		
100028	人事部	28	28	0	2,2800	30	3										2800		
100029	人事部	29	29	0	2,2900	31	3										2900		
100030	人事部	30	30	0	2,3000	32	3										3000		
100031	人事部	31	31	0	2,3100	33	3										3100		
100032	人事部	32	32	0	2,3200	34	3										3200		
100033	人事部	33	33	0	2,3300	35	3										3300		
100034	人事部	34	34	0	2,3400	36	3										3400		
100035	人事部	35	35	0	2,3500	37	3										3500		
100036	人事部	36	36	0	2,3600	38	3										3600		
100037	人事部	37	37	0	2,3700	39	3										3700		
100038	人事部	38	38	0	2,3800	40	3										3800		
100039	人事部	39	39	0	2,3900	41	3										3900		
100040	人事部	40	40	0	2,4000	42	3										4000		
100041	人事部	41	41	0	2,4100	43	3										4100		
100042	人事部	42	42	0	2,4200	44	3										4200		
100043	人事部	43	43	0	2,4300	45	3										4300		
100044	人事部	44	44	0	2,4400	46	3										4400		
100045	人事部	45	45	0	2,4500	47	3										4500		
100046	人事部	46	46	0	2,4600	48	3										4600		
100047	人事部	47	47	0	2,4700	49	3										4700		
100048	人事部	48	48	0	2,4800	50	3										4800		
100049	人事部	49	49	0	2,4900	51	3										4900		
100050	人事部	50	50	0	2,5000	52	3										5000		
110001	投资部	1	1	0	2,100			5	5	1							100		
110002	投资部	2	2	0	2,200			6	6	1							200		
110003	投资部	3	3	0	2,300			7	7	1							300		
110004	投资部	4	4	0	2,400			8	8	1							400		
110005	投资部	5	5	0	2,500			9	9	1							500		
110006	投资部	6	6	0	2,600			10	10	1							600		
110007	投资部	7	7	0	2,700			11	11	1							700		
110008	投资部	8	8	0	2,800			12	12	1							800		
110009	投资部	9	9	0	2,900			13	13	1							900		
110010	投资部	10	10	0	2,1000			14	14	1							1000		
110011	投资部	11	11	0	2,1100			15	15	2							1100		
110012	投资部	12	12	0	2,1200			16	16	2							1200		
110013	投资部	13	13	0	2,1300			17	17	2							1300		
110014	投资部	14	14	0	2,1400			18	18	2							1400		
110015	投资部	15	15	0	2,1500			19	19	2							1500		
110016	投资部	16	16	0	2,1600			20	20	2							1600		
110017	投资部	17	17	0	2,1700			21	21	2							1700		
110018	投资部	18	18	0	2,1800			22	22	2							1800		
110019	投资部	19	19	0	2,1900			23	23	2							1900		
110020	投资部	20	20	0	2,2000			24	24	2							2000		
110021	投资部	21	21	0	2,2100			25	25	3							2100		
110022	投资部	22	22	0	2,2200			26	26	3							2200		
110023	投资部	23	23	0	2,2300			27	27	3							2300		
110024	投资部	24	24	0	2,2400			28	28	3							2400		
110025	投资部	25	25	0	2,2500			29	29	3							2500		
110026	投资部	26	26	0	2,2600			30	30	3							2600		
110027	投资部	27	27	0	2,2700			31	31	3							2700		
110028	投资部	28	28	0	2,2800			32	32	3							2800		
110029	投资部	29	29	0	2,2900			33	33	3							2900		
110030	投资部	30	30	0	2,3000			34	34	3							3000		
110031	投资部	31	31	0	2,3100			35	35	4							3100		
110032	投资部	32	32	0	2,3200			36	36	4							3200		
110033	投资部	33	33	0	2,3300			37	37	4							3300		
110034	投资部	34	34	0	2,3400			38	38	4							3400		
110035	投资部	35	35	0	2,3500			39	39	4							3500		
110036	投资部	36	36	0	2,3600			40	40	4							3600		
110037	投资部	37	37	0	2,3700			41	41	4							3700		
110038	投资部	38	38	0	2,3800			42	42	4							3800		
110039	投资部	39	39	0	2,3900			43	43	4							3900		
110040	投资部	40	40	0	2,4000			44	44	4							4000		
110041	投资部	41	41	0	2,4100			45	45	5							4100		
110042	投资部	42	42	0	2,4200			46	46	5							4200		
110043	投资部	43	43	0	2,4300			47	47	5							4300		
110044	投资部	44	44	0	2,4400			48	48	5							4400		
110045	投资部	45	45	0	2,4500			49	49	5							4500		
110046	投资部	46	46	0	2,4600			50	50	5							4600		
110047	投资部	47	47	0	2,4700			51	51	5							4700		
110048	投资部	48	48	0	2,4800			52	52	5							4800		
110049	投资部	49	49	0	2,4900			53	53	5							4900		
110050	投资部	50	50	0	2,5000			54	54	5							5000		
120001	市场部	1	1	0	2,100						0.01	10	10				100		
120002	市场部	2	2	0	2,200						0.02	11	11				200		
120003	市场部	3	3	0	2,300						0.03	12	12				300		
120004	市场部	4	4	0	2,400						0.04	13	13				400		
120005	市场部	5	5	0	2,500						0.05	14	14				500		
120006	市场部	6	6	0	2,600						0.06	15	15				600		
120007	市场部	7	7	0	2,700						0.07	16	16				700		
120008	市场部	8	8	0	2,800						0.08	17	17				800		
120009	市场部	9	9	0	2,900						0.09	18	18				900		
120010	市场部	10	10	0	2,1000						0.1	19	19				1000		
120011	市场部	11	11	0	2,1100						0.11	20	20				1100		
120012	市场部	12	12	0	2,1200						0.12	21	21				1200		
120013	市场部	13	13	0	2,1300						0.13	22	22				1300		
120014	市场部	14	14	0	2,1400						0.14	23	23				1400		
120015	市场部	15	15	0	2,1500						0.15	24	24				1500		
120016	市场部	16	16	0	2,1600						0.16	25	25				1600		
120017	市场部	17	17	0	2,1700						0.17	26	26				1700		
120018	市场部	18	18	0	2,1800						0.18	27	27				1800		
120019	市场部	19	19	0	2,1900						0.19	28	28				1900		
120020	市场部	20	20	0	2,2000						0.2	29	29				2000		
120021	市场部	21	21	0	2,2100						0.21	30	30				2100		
120022	市场部	22	22	0	2,2200						0.22	31	31				2200		
120023	市场部	23	23	0	2,2300						0.23	32	32				2300		
120024	市场部	24	24	0	2,2400						0.24	33	33				2400		
120025	市场部	25	25	0	2,2500						0.25	34	34				2500		
120026	市场部	26	26	0	2,2600						0.26	35	35				2600		
120027	市场部	27	27	0	2,2700						0.27	36	36				2700		
120028	市场部	28	28	0	2,2800						0.28	37	37				2800		
120029	市场部	29	29	0	2,2900						0.29	38	38				2900		
120030	市场部	30	30	0	2,3000						0.3	39	39				3000		
120031	市场部	31	31	0	2,3100						0.31	40	40				3100		
120032	市场部	32	32	0	2,3200						0.32	41	41				3200		
120033	市场部	33	33	0	2,3300						0.33	42	42				3300		
120034	市场部	34	34	0	2,3400						0.34	43	43				3400		
120035	市场部	35	35	0	2,3500						0.35	44	44				3500		
120036	市场部	36	36	0	2,3600						0.36	45	45				3600		
120037	市场部	37	37	0	2,3700						0.37	46	46				3700		
120038	市场部	38	38	0	2,3800						0.38	47	47				3800		
120039	市场部	39	39	0	2,3900						0.39	48	48				3900		
120040	市场部	40	40	0	2,4000						0.4	49	49				4000		
120041	市场部	41	41	0	2,4100						0.41	50	50				4100		
120042	市场部	42	42	0	2,4200						0.42	51	51				4200		
120043	市场部	43	43	0	2,4300						0.43	52	52				4300		
120044	市场部	44	44	0	2,4400						0.44	53	53				4400		
120045	市场部	45	45	0	2,4500						0.45	54	54				4500		
120046	市场部	46	46	0	2,4600						0.46	55	55				4600		
120047	市场部	47	47	0	2,4700						0.47	56	56				4700		
120048	市场部	48	48	0	2,4800						0.48	57	57				4800		
120049	市场部	49	49	0	2,4900						0.49	58	58				4900		
120050	市场部	50	50	0	2,5000						0.5	59	59				5000		
130001	财务部	1	1	0	2,100									1000	1	3	100		
130002	财务部	2	2	0	2,200									2000	1	3	200		
130003	财务部	3	3	0	2,300									3000	1	3	300		
130004	财务部	4	4	0	2,400									4000	1	3	400		
130005	财务部	5	5	0	2,500									5000	2	3	500		
130006	财务部	6	6	0	2,600									6000	2	3	600		
130007	财务部	7	7	0	2,700									7000	2	3	700		
130008	财务部	8	8	0	2,800									8000	2	3	800		
130009	财务部	9	9	0	2,900									9000	3	3	900		
130010	财务部	10	10	0	2,1000									10000	3	3	1000		
130011	财务部	11	11	0	2,1100									11000	3	4	1100		
